step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
7,CASH_OUT,225025.33,C1915997554,0,0,C8290162,3968686.24,6650282.66,0,0
7,CASH_OUT,269419.55,C1702158344,0,0,C716083600,4023421.66,7382990.5,0,0
7,CASH_OUT,471135.51,C859637788,0,0,C787033725,1651854.98,4547905.63,0,0
7,CASH_OUT,256920.65,C1036807778,0,0,C1880332929,1.44E+07,1.43E+07,0,0
7,CASH_OUT,162113.78,C1375235316,0,0,C490150701,1945947.87,1983599.05,0,0
7,CASH_OUT,25065.56,C323924579,0,0,C1808652004,58329.95,246975.01,0,0
7,CASH_OUT,137879.15,C1223177726,0,0,C638590716,333751.15,4592962.92,0,0
7,CASH_OUT,91481.71,C369753599,0,0,C1149273771,700383.04,6347068.5,0,0
7,CASH_OUT,29833.23,C67415046,0,0,C1902797635,55032,41317.86,0,0
7,CASH_OUT,257782.11,C1648347983,0,0,C490150701,2108061.65,1983599.05,0,0
7,PAYMENT,8558.41,C1802585395,33404,24845.59,M852405159,0,0,0,0
7,PAYMENT,10041.05,C319509860,188972,178930.95,M267555321,0,0,0,0
7,TRANSFER,568556.25,C1850414569,798,0,C641009714,160,0,0,0
7,PAYMENT,400.28,C698288148,0,0,M1626785846,0,0,0,0
7,PAYMENT,6416.75,C2064703624,10957,4540.25,M1296189022,0,0,0,0
7,TRANSFER,258559.5,C483145802,5102,0,C193864812,302931.44,461760.23,0,0
7,PAYMENT,12790.54,C1252914333,4726.7,0,M918903264,0,0,0,0
7,PAYMENT,2414.32,C1776978384,0,0,M345633487,0,0,0,0
7,PAYMENT,1529.58,C825619933,2227,697.42,M765698114,0,0,0,0
7,PAYMENT,5211.06,C280631343,54110.45,48899.38,M1273929597,0,0,0,0
7,PAYMENT,6005.48,C1441468608,48899.38,42893.9,M1710889871,0,0,0,0
7,PAYMENT,3199.12,C625020031,9469,6269.88,M443251421,0,0,0,0
7,PAYMENT,2735.96,C394990656,10328,7592.04,M572019549,0,0,0,0
7,PAYMENT,5385.69,C261591445,38878,33492.31,M1324072744,0,0,0,0
7,PAYMENT,12114.96,C26057633,33492.31,21377.35,M1634710134,0,0,0,0
7,TRANSFER,22332.44,C1388809463,132,0,C90250170,0,22332.44,0,0
7,TRANSFER,1027015.31,C1095134072,339,0,C158876320,133344.4,2984846.84,0,0
7,TRANSFER,914395.61,C754692194,20286,0,C465499079,1264563.9,6457094.34,0,0
7,PAYMENT,4926.87,C815483785,0,0,M1582680409,0,0,0,0
7,PAYMENT,13474.08,C750412864,57916.12,44442.04,M1563670805,0,0,0,0
7,PAYMENT,7296.72,C933127737,44442.04,37145.32,M1207004818,0,0,0,0
7,PAYMENT,23005.25,C949389896,37145.32,14140.07,M2016241502,0,0,0,0
7,PAYMENT,3369.24,C1019636172,21443,18073.76,M1880036664,0,0,0,0
7,PAYMENT,3479.81,C2085033403,139557,136077.19,M1866697466,0,0,0,0
7,PAYMENT,5169.82,C1623463639,30254,25084.18,M1751808290,0,0,0,0
7,PAYMENT,11956.94,C742671193,90725,78768.06,M1604520049,0,0,0,0
7,DEBIT,7680.32,C521261052,55589,47908.68,C1698593276,100017,1191888.4,0,0
7,PAYMENT,2107.76,C604571221,20879,18771.24,M710526726,0,0,0,0
7,PAYMENT,8091.77,C1837019836,155574,147482.23,M2088894144,0,0,0,0
7,PAYMENT,3325.33,C274101419,42198,38872.67,M1951653968,0,0,0,0
7,PAYMENT,6231.3,C1814058804,12285,6053.7,M530891662,0,0,0,0
7,PAYMENT,6474.18,C1022631933,275,0,M1464744275,0,0,0,0
7,TRANSFER,371492.92,C960060793,79345,0,C1286084959,8590840.56,1.30E+07,0,0
7,CASH_OUT,183330.39,C12075363,0,0,C619068319,239186,225745.92,0,0
7,CASH_OUT,139359.19,C481275262,0,0,C382934088,398027.3,1030696.9,0,0
7,TRANSFER,328683.58,C973970201,30227,0,C1360767589,1.12E+07,1.85E+07,0,0
7,PAYMENT,17909.77,C1236061108,21388,3478.23,M190658747,0,0,0,0
7,PAYMENT,4018.87,C1786294515,21355,17336.13,M1014709238,0,0,0,0
7,PAYMENT,8197.61,C321238694,325,0,M1910492313,0,0,0,0
7,PAYMENT,2957.23,C1586435449,19246,16288.77,M994976213,0,0,0,0
7,PAYMENT,4572.58,C98574492,51035,46462.42,M181702589,0,0,0,0
7,PAYMENT,5154.7,C743864131,19901,14746.3,M1725737877,0,0,0,0
7,PAYMENT,5563.11,C1656521490,60550,54986.89,M1287344543,0,0,0,0
7,TRANSFER,89659.74,C1397283620,17424,0,C1002031672,0,0,0,0
7,PAYMENT,13865.22,C1347113691,121973,108107.78,M1458175955,0,0,0,0
7,PAYMENT,2755.63,C1078491960,11340,8584.37,M1439439342,0,0,0,0
7,PAYMENT,2622.72,C1604011014,344332.04,341709.32,M1175793473,0,0,0,0
7,CASH_OUT,223046.78,C1166478592,341709.32,118662.54,C1856036778,3581394.8,1.37E+07,0,0
7,CASH_OUT,215955.28,C1890676535,31153.91,0,C1211297851,42502.98,862194.34,0,0
7,PAYMENT,14321.33,C1963961939,0,0,M445638804,0,0,0,0
7,PAYMENT,4364.72,C1729960392,10047,5682.28,M472783563,0,0,0,0
7,PAYMENT,4362.39,C341529131,20373,16010.61,M1903547260,0,0,0,0
7,PAYMENT,3638.9,C2125023171,15410,11771.1,M306045599,0,0,0,0
7,TRANSFER,343174.41,C1547251961,96,0,C75457651,22257.86,323253.31,0,0
7,PAYMENT,8477.97,C59303473,32175,23697.03,M933965532,0,0,0,0
7,PAYMENT,678.4,C1258228652,23697.03,23018.63,M1607750898,0,0,0,0
7,PAYMENT,22034.57,C455706711,23018.63,984.06,M1964677152,0,0,0,0
7,PAYMENT,1628.85,C1200246596,38093,36464.15,M973398147,0,0,0,0
7,PAYMENT,12809.61,C1832434852,6745,0,M1287844539,0,0,0,0
7,PAYMENT,12944.73,C1504142344,92453,79508.27,M1153075015,0,0,0,0
7,CASH_OUT,79133.28,C1825562344,10612.55,0,C110721357,13682,1018381.44,0,0
7,PAYMENT,8017.01,C935571168,0,0,M1436945204,0,0,0,0
7,PAYMENT,4123.02,C1161178744,43012,38888.98,M1461489832,0,0,0,0
7,PAYMENT,7099.85,C2105708549,144,0,M412670762,0,0,0,0
7,PAYMENT,560.25,C1823044527,68861,68300.75,M1594046274,0,0,0,0
7,PAYMENT,2970.14,C921208351,64046,61075.86,M1752652387,0,0,0,0
7,PAYMENT,299,C1331980489,280954.61,280655.61,M161218368,0,0,0,0
7,PAYMENT,3984.65,C2075219986,280655.61,276670.96,M700948805,0,0,0,0
7,TRANSFER,923783.27,C1166648980,15595,0,C439078113,20520,1886598.11,0,0
7,TRANSFER,272865.29,C322842778,45618,0,C1211297851,258458.25,862194.34,0,0
7,PAYMENT,123.93,C1648270119,5044,4920.07,M1994900396,0,0,0,0
7,PAYMENT,8966.25,C2119329506,105016,96049.75,M478815058,0,0,0,0
7,PAYMENT,5802.23,C175862855,96049.75,90247.52,M1112095751,0,0,0,0
7,PAYMENT,34698.76,C792799194,90247.52,55548.76,M1646002643,0,0,0,0
7,PAYMENT,15176.05,C865372315,20183,5006.95,M943076330,0,0,0,0
7,PAYMENT,1407.67,C510635201,144251,142843.33,M478098502,0,0,0,0
7,PAYMENT,7398.68,C196650754,53221.73,45823.06,M35159292,0,0,0,0
7,PAYMENT,4648.02,C1643299290,45823.06,41175.04,M71963814,0,0,0,0
7,PAYMENT,7707.87,C1250173850,41175.04,33467.17,M188369322,0,0,0,0
7,PAYMENT,20901.21,C2083628294,33467.17,12565.96,M680161538,0,0,0,0
7,PAYMENT,23012.78,C1132007290,12565.96,0,M450328998,0,0,0,0
7,PAYMENT,17556.31,C1807742575,0,0,M273062011,0,0,0,0
7,PAYMENT,13057.93,C458184662,0,0,M989075280,0,0,0,0
7,PAYMENT,15112.51,C778867439,0,0,M172835353,0,0,0,0
7,PAYMENT,8849.03,C1801278817,0,0,M1904841165,0,0,0,0
7,PAYMENT,19253.2,C1001950969,0,0,M1535462941,0,0,0,0
7,PAYMENT,4303.32,C1517485649,0,0,M1732778795,0,0,0,0
7,PAYMENT,12871.13,C418942589,10773,0,M1778175705,0,0,0,0
7,PAYMENT,10058.41,C607204801,39940,29881.59,M50848559,0,0,0,0
7,PAYMENT,3138.1,C1607474772,147,0,M1356171633,0,0,0,0
7,PAYMENT,13510.21,C2112299415,22215,8704.79,M1095089055,0,0,0,0
7,DEBIT,1667.89,C506998621,908,0,C440708502,22098.58,89581.15,0,0
7,DEBIT,4239.91,C1650111466,2380513.52,2376273.6,C713987035,10656,1284003.82,0,0
7,PAYMENT,7269.4,C645258671,2376273.6,2369004.21,M1249903549,0,0,0,0
7,PAYMENT,6147.29,C354258807,219,0,M586136541,0,0,0,0
7,PAYMENT,11294.83,C721392266,69879,58584.17,M1613291907,0,0,0,0
7,PAYMENT,3219.09,C423083206,5651,2431.91,M1188683118,0,0,0,0
7,PAYMENT,11291.59,C275016957,2431.91,0,M929543051,0,0,0,0
7,CASH_OUT,342442.83,C320006189,102192,0,C1937962514,10549.51,1581311.49,0,0
7,PAYMENT,5018.96,C455632268,24439,19420.04,M672723344,0,0,0,0
7,PAYMENT,12933.54,C585757939,1996,0,M649999107,0,0,0,0
7,PAYMENT,3492.28,C2120361565,50954,47461.72,M295292016,0,0,0,0
7,TRANSFER,431801.97,C2084236508,106591,0,C1174600239,464381.56,729214.48,0,0
7,PAYMENT,9791.98,C726400627,360,0,M1148482953,0,0,0,0
7,PAYMENT,273.09,C458349371,0,0,M807831681,0,0,0,0
7,PAYMENT,897.67,C1147818128,0,0,M601206185,0,0,0,0
7,PAYMENT,7428.06,C919089899,26570,19141.94,M850318899,0,0,0,0
7,PAYMENT,17005.29,C618065446,11591,0,M710977520,0,0,0,0
7,PAYMENT,3502.49,C1565034301,3069,0,M420728297,0,0,0,0
7,TRANSFER,768235.45,C178759475,402186,0,C814900611,11638,4893599.98,0,0
7,PAYMENT,6628.88,C626511536,65331,58702.12,M1019204680,0,0,0,0
7,PAYMENT,5074.43,C1002715827,58702.12,53627.7,M216894663,0,0,0,0
7,PAYMENT,10088.03,C391438756,192703.2,182615.17,M1426815634,0,0,0,0
7,CASH_OUT,41857.11,C1333842722,182615.17,140758.06,C1207946845,66320,1079004.45,0,0
7,CASH_OUT,455594.8,C795600289,140758.06,0,C1083142315,1078062.48,1930535.01,0,0
7,CASH_OUT,315307.95,C520255529,0,0,C1926673338,1777860.86,2125199.85,0,0
7,CASH_OUT,68554.29,C290672305,0,0,C758750856,329088.84,945056.48,0,0
7,CASH_OUT,92724.47,C1476626042,0,0,C1501701470,762695.31,4463342.32,0,0
7,CASH_OUT,185444.75,C674575926,0,0,C306206744,9650023.7,9637803.63,0,0
7,CASH_OUT,84336.04,C620417065,0,0,C128870695,1.40E+07,1.45E+07,0,0
7,CASH_OUT,432672.34,C802628801,0,0,C1948471365,1622519.65,4628857.24,0,0
7,CASH_OUT,522371.25,C1797478167,0,0,C875917495,714377.17,6097795.83,0,0
7,CASH_OUT,772223.54,C1789286595,0,0,C1060041730,1875461.52,1.65E+07,0,0
7,CASH_OUT,256043.45,C414168614,0,0,C875761527,872475.01,1238942.28,0,0
7,CASH_OUT,75492.16,C239626462,0,0,C216890954,99108,0,0,0
7,CASH_OUT,186722.07,C2141330927,0,0,C295372946,943506.78,472083.92,0,0
7,CASH_OUT,113989.39,C664416920,0,0,C1450133081,921228.61,1062758.67,0,0
7,CASH_OUT,36020.53,C1122086603,0,0,C1453128758,42270.49,336777.18,0,0
7,CASH_OUT,57154.02,C262287569,0,0,C1266035080,3059164.86,3232606.04,0,0
7,CASH_OUT,133210,C1619007919,0,0,C599726537,143040.45,528200.34,0,0
7,CASH_OUT,114585.11,C377022933,0,0,C1559145228,380676,82996.57,0,0
7,CASH_OUT,14942.57,C1503697447,0,0,C459172227,1162464.63,2591462.11,0,0
7,CASH_OUT,42327.16,C1201282426,0,0,C533866202,79310,0,0,0
7,CASH_OUT,34798.28,C666315079,0,0,C2078522098,112759,0,0,0
7,CASH_OUT,66231.84,C1993361957,0,0,C1092318644,916058.09,2525331.77,0,0
7,CASH_OUT,28247.26,C729581434,0,0,C1754599205,30087,45454.38,0,0
7,CASH_OUT,277736.81,C1008352930,0,0,C1317731757,764521.9,322519.15,0,0
7,CASH_OUT,47855.66,C586798455,0,0,C72565662,120362.02,0,0,0
7,CASH_OUT,7863.42,C1443639919,0,0,C1601071362,87025.57,0,0,0
7,CASH_OUT,91589.47,C428091523,0,0,C643996026,104739,38124.05,0,0
7,CASH_OUT,442011.3,C1955002943,0,0,C798678484,1894390.69,3249604.9,0,0
7,CASH_OUT,266237.57,C406375349,0,0,C1933965693,522433.81,2074668.33,0,0
7,CASH_OUT,58987.95,C797969815,0,0,C646059443,134693,537463.33,0,0
7,CASH_OUT,335704.28,C401139926,0,0,C1149273771,791864.76,6347068.5,0,0
7,CASH_OUT,376966.61,C1425850134,0,0,C1103621993,471298.94,129998.25,0,0
7,PAYMENT,5950.49,C180859743,23677,17726.51,M622132005,0,0,0,0
7,PAYMENT,17913.44,C1978272009,158568,140654.56,M1147079853,0,0,0,0
7,TRANSFER,670961.13,C1932853810,4089,0,C611621587,525861.66,4336721.33,0,0
7,PAYMENT,8271.6,C1903821474,10573,2301.4,M1425928133,0,0,0,0
7,TRANSFER,1364790.3,C1761328019,2301.4,0,C1394526584,1885634.16,5038256.49,0,0
7,TRANSFER,1919855.45,C864288812,0,0,C1816757085,9803563.12,1.40E+07,0,0
7,TRANSFER,1114525.24,C306871276,0,0,C766681183,1.48E+07,1.74E+07,0,0
7,TRANSFER,2026545.3,C695348647,0,0,C1590550415,1.89E+07,2.19E+07,0,0
7,TRANSFER,504032.05,C484453433,0,0,C459172227,1177407.2,2591462.11,0,0
7,TRANSFER,255863.02,C259447529,0,0,C1727565779,1214231.1,7117684.54,0,0
7,TRANSFER,65457.92,C1310868976,0,0,C1334272276,81698.88,220712.61,0,0
7,TRANSFER,662052.68,C1988445830,0,0,C97730845,1.55E+07,2.30E+07,0,0
7,PAYMENT,3687.3,C1805204875,30615,26927.7,M1375798147,0,0,0,0
7,CASH_OUT,239823.8,C240173558,60055,0,C1541743053,198,0,0,0
7,CASH_OUT,417913.15,C1379731404,0,0,C413177525,1114130.4,3489392.77,0,0
7,PAYMENT,3673.46,C1894387045,36582,32908.54,M715982304,0,0,0,0
7,PAYMENT,3963.03,C578432562,2853,0,M407068374,0,0,0,0
7,PAYMENT,8471.54,C954395038,1506,0,M2049079655,0,0,0,0
7,PAYMENT,8805.15,C156947375,1087,0,M191732156,0,0,0,0
7,PAYMENT,2217.47,C611069782,146462,144244.53,M1298961405,0,0,0,0
7,PAYMENT,5700.16,C318043732,144244.53,138544.36,M1966288335,0,0,0,0
7,PAYMENT,624.35,C820030112,7327,6702.65,M423244858,0,0,0,0
7,PAYMENT,5902.09,C751384351,83730,77827.91,M1081621020,0,0,0,0
7,CASH_OUT,47128.23,C1970814233,77827.91,30699.68,C35534346,312557.48,0,0,0
7,PAYMENT,4423.52,C1034636392,24840,20416.48,M1488975117,0,0,0,0
7,PAYMENT,4479.71,C1494650076,48630.5,44150.79,M1832051218,0,0,0,0
7,CASH_OUT,394537.91,C178076624,44150.79,0,C1782704802,573169.17,2380934.8,0,0
7,PAYMENT,12427.78,C757964819,3514,0,M1085323526,0,0,0,0
7,TRANSFER,140028.64,C988344688,124590,0,C1247037042,30378,5136.56,0,0
7,PAYMENT,14139.52,C1506287174,21297,7157.48,M430248020,0,0,0,0
7,PAYMENT,10349.73,C1553527535,183,0,M554105725,0,0,0,0
7,TRANSFER,201314.94,C950397749,6090,0,C2065199032,17481.83,349087.32,0,0
7,PAYMENT,4495.08,C154364869,78335,73839.92,M304607110,0,0,0,0
7,PAYMENT,2395.08,C82584492,9950,7554.92,M327654471,0,0,0,0
7,TRANSFER,604933.61,C24682673,41,0,C1424731356,198,0,0,0
7,PAYMENT,2587.86,C739124423,17720,15132.14,M1234867113,0,0,0,0
7,PAYMENT,1298.6,C1716542329,9968,8669.4,M585699882,0,0,0,0
7,PAYMENT,5776.16,C2140938924,15048,9271.84,M1644622125,0,0,0,0
7,PAYMENT,15244.98,C115996039,9271.84,0,M1828446002,0,0,0,0
7,PAYMENT,23641.55,C1928071491,0,0,M666243498,0,0,0,0
7,PAYMENT,21616.05,C1849330966,0,0,M1544211884,0,0,0,0
7,PAYMENT,10813.55,C1321103743,0,0,M1502741059,0,0,0,0
7,PAYMENT,14036.22,C1668965978,0,0,M1763160116,0,0,0,0
7,PAYMENT,19092.43,C1419710944,0,0,M500597034,0,0,0,0
7,PAYMENT,2633.64,C766405756,0,0,M2037186541,0,0,0,0
7,PAYMENT,21054.36,C1439752497,0,0,M2082923888,0,0,0,0
7,PAYMENT,11427.32,C573942532,0,0,M1010350904,0,0,0,0
7,PAYMENT,11265.26,C1848839399,0,0,M628455732,0,0,0,0
7,PAYMENT,22737.17,C706186005,0,0,M1393493012,0,0,0,0
7,PAYMENT,7353.24,C623734438,0,0,M731844590,0,0,0,0
7,PAYMENT,2279.82,C1036412587,0,0,M381872803,0,0,0,0
7,PAYMENT,9010.96,C1490349699,0,0,M199719432,0,0,0,0
7,PAYMENT,11242.66,C85632737,0,0,M76337939,0,0,0,0
7,PAYMENT,12211.3,C2077464055,0,0,M1263835071,0,0,0,0
7,PAYMENT,18270.93,C455675290,0,0,M2044674471,0,0,0,0
7,PAYMENT,1865.06,C507780934,0,0,M1908574814,0,0,0,0
7,PAYMENT,7065.41,C575933473,3182,0,M554017717,0,0,0,0
7,PAYMENT,10235.61,C520431356,39772,29536.39,M2054213432,0,0,0,0
7,TRANSFER,345357.47,C2026365267,149,0,C118648358,0,948711.06,0,0
7,PAYMENT,6694.83,C1951661557,0,0,M1113003845,0,0,0,0
7,PAYMENT,4515.49,C1042417976,0,0,M2041096918,0,0,0,0
7,PAYMENT,22761.58,C310336579,0,0,M1760074870,0,0,0,0
7,PAYMENT,41726.44,C1177363354,0,0,M2054147987,0,0,0,0
7,PAYMENT,30828,C312084953,0,0,M1044200656,0,0,0,0
7,PAYMENT,2848.06,C287570302,0,0,M364167070,0,0,0,0
7,PAYMENT,5598.66,C1461893168,0,0,M3065272,0,0,0,0
7,PAYMENT,15057.89,C247997642,0,0,M1051730626,0,0,0,0
7,PAYMENT,9371.04,C2089942556,0,0,M182773555,0,0,0,0
7,PAYMENT,2064.81,C1162177745,0,0,M2052907145,0,0,0,0
7,PAYMENT,4863.11,C156143808,0,0,M608056229,0,0,0,0
7,PAYMENT,3232.04,C1257496599,0,0,M1463163240,0,0,0,0
7,PAYMENT,31575.68,C713251806,0,0,M2138437168,0,0,0,0
7,PAYMENT,1895.28,C710099601,0,0,M1305076714,0,0,0,0
7,PAYMENT,15398.28,C2099518502,0,0,M766554564,0,0,0,0
7,PAYMENT,2643.92,C491202857,0,0,M529747928,0,0,0,0
7,PAYMENT,6938.39,C1116448032,0,0,M1788678692,0,0,0,0
7,PAYMENT,8545.05,C1320640575,0,0,M1272912830,0,0,0,0
7,PAYMENT,3449.99,C1424102720,0,0,M1458319818,0,0,0,0
7,PAYMENT,6970.55,C590284208,0,0,M278853760,0,0,0,0
7,PAYMENT,1015.49,C1410508742,0,0,M1674034927,0,0,0,0
7,PAYMENT,3805.47,C941503906,0,0,M1604550873,0,0,0,0
7,PAYMENT,4732.7,C516829308,26969,22236.3,M1084278156,0,0,0,0
7,PAYMENT,1977.68,C156916511,1017,0,M1253881765,0,0,0,0
7,PAYMENT,26290.58,C631120734,49556,23265.42,M1666453188,0,0,0,0
7,PAYMENT,5403.26,C940385042,20303,14899.74,M396601897,0,0,0,0
7,PAYMENT,4037.62,C1140064080,577,0,M1240004,0,0,0,0
7,PAYMENT,3010.46,C1372999015,35729,32718.54,M1529759638,0,0,0,0
7,PAYMENT,4098.79,C125512412,32718.54,28619.75,M278969660,0,0,0,0
7,PAYMENT,9691.89,C1937667898,69362.32,59670.43,M1522900020,0,0,0,0
7,CASH_OUT,125291.85,C79061114,59670.43,0,C2011996123,2983761.68,9264344.9,0,0
7,PAYMENT,341.07,C300573837,788,446.93,M296556077,0,0,0,0
7,PAYMENT,3182.11,C1736379408,640,0,M1358763317,0,0,0,0
7,PAYMENT,1582.03,C317836715,15813,14230.97,M1804905894,0,0,0,0
7,PAYMENT,18340.22,C1955869512,49546,31205.78,M1291375698,0,0,0,0
7,TRANSFER,164630.93,C1358484723,25340,0,C559483701,6051,0,0,0
7,PAYMENT,12387.5,C516926167,1922,0,M1259656245,0,0,0,0
7,PAYMENT,2429.32,C1103418177,1257,0,M1468909766,0,0,0,0
7,PAYMENT,7735.8,C880232946,225,0,M1504675381,0,0,0,0
7,PAYMENT,4795.92,C1050019994,21092,16296.08,M124009590,0,0,0,0
7,PAYMENT,3930.77,C164814257,14895.91,10965.14,M745110672,0,0,0,0
7,PAYMENT,5096.54,C573924191,10965.14,5868.6,M76836067,0,0,0,0
7,PAYMENT,4495.62,C464782997,2627,0,M2094953615,0,0,0,0
7,TRANSFER,153720.69,C1970855888,257055,103334.31,C1113848808,1116,166522.15,0,0
7,PAYMENT,6738.45,C1378637544,1140,0,M1763140246,0,0,0,0
7,PAYMENT,13846.11,C1717705015,11251,0,M1431817332,0,0,0,0
7,DEBIT,2655.03,C1702648608,20374,17718.97,C1788961047,39610,988838.58,0,0
7,PAYMENT,384.94,C934119115,2076,1691.06,M1097898664,0,0,0,0
7,PAYMENT,1327.59,C707779230,78354,77026.41,M755839392,0,0,0,0
7,CASH_OUT,62061.18,C1984786708,30539,0,C811037326,9092,41482.56,0,0
7,PAYMENT,10240.14,C866980015,14203,3962.86,M1736628078,0,0,0,0
7,PAYMENT,5228.7,C591817231,347,0,M1042184866,0,0,0,0
7,DEBIT,6008.29,C1710042534,933,0,C1304046855,71540,0,0,0
7,PAYMENT,5077.84,C346406866,10524.41,5446.57,M77838683,0,0,0,0
7,PAYMENT,2690.14,C1227167751,5446.57,2756.43,M1168739480,0,0,0,0
7,PAYMENT,16565.23,C2093740240,291879,275313.77,M1706817395,0,0,0,0
7,PAYMENT,2022,C71253731,21988,19966,M234602416,0,0,0,0
7,PAYMENT,6090.58,C781550511,17079,10988.42,M338684257,0,0,0,0
7,PAYMENT,9439.77,C1763317025,6134,0,M969679245,0,0,0,0
7,PAYMENT,3426.43,C1002849760,65150.73,61724.3,M1347012376,0,0,0,0
7,CASH_OUT,67622.13,C1766028077,61724.3,0,C1921838990,74847,261434.22,0,0
7,CASH_OUT,194733.84,C828110785,0,0,C1036454560,808636.09,0,0,0
7,CASH_OUT,402702.56,C951799119,0,0,C1311325237,493022.24,5465400.62,0,0
7,CASH_OUT,208004.96,C643050567,0,0,C9916873,503850.18,790472.9,0,0
7,CASH_OUT,67360.57,C1425861051,0,0,C1473237843,130705.1,347898.56,0,0
7,CASH_OUT,155547.47,C980941082,0,0,C728885526,354441.47,608211.84,0,0
7,CASH_OUT,39339.79,C1489246766,0,0,C439917369,202220.38,1503528.24,0,0
7,CASH_OUT,235827.23,C1601516389,0,0,C1233191588,800675.54,0,0,0
7,CASH_OUT,288456.86,C1819781121,0,0,C1389405694,756525.56,1738350.23,0,0
7,CASH_OUT,202232.48,C1766667196,0,0,C578294406,306989.33,1909674.3,0,0
7,CASH_OUT,365690.6,C287330769,0,0,C1036454560,1003369.93,0,0,0
7,CASH_OUT,135.29,C1740158603,0,0,C420398953,312111.34,963198.49,0,0
7,CASH_OUT,207296.07,C912145885,0,0,C1916720513,9877298.18,1.47E+07,0,0
7,CASH_OUT,129369.53,C906901625,0,0,C295081230,248455.57,1679841.2,0,0
7,CASH_OUT,90530.89,C624122288,0,0,C1759482496,110779.84,2912335.58,0,0
7,CASH_OUT,302997.69,C119390067,0,0,C1979563377,695882.07,385148.8,0,0
7,CASH_OUT,262048.86,C1080744600,0,0,C683605346,939219.94,1371546.23,0,0
7,CASH_OUT,33433.88,C123797276,0,0,C381605910,130129.08,759872.18,0,0
7,CASH_OUT,8803.59,C941742233,0,0,C914293025,1911008.51,2755264.61,0,0
7,CASH_OUT,84709.47,C1378684617,0,0,C1348373832,147389.41,1072919.03,0,0
7,CASH_OUT,109451.51,C1141219342,0,0,C1674899618,1.00E+07,1.26E+07,0,0
7,CASH_OUT,89515.64,C1151156109,0,0,C1161820020,125105,0,0,0
7,CASH_OUT,147982.87,C1926156951,0,0,C717951588,472988.43,989801.23,0,0
7,PAYMENT,1813.69,C1219477825,1228,0,M558046602,0,0,0,0
7,PAYMENT,9653.02,C202325880,10687,1033.98,M139533828,0,0,0,0
7,PAYMENT,3748.18,C1052926854,10423,6674.82,M131372697,0,0,0,0
7,PAYMENT,8529.16,C1926602212,6674.82,0,M1920212100,0,0,0,0
7,PAYMENT,7196.02,C1594330911,19064,11867.98,M2093267512,0,0,0,0
7,PAYMENT,10887.2,C580920057,3052,0,M1885510165,0,0,0,0
7,PAYMENT,5250.25,C327060593,0,0,M1253241180,0,0,0,0
7,PAYMENT,11511.84,C1772528921,16178,4666.16,M233846794,0,0,0,0
7,PAYMENT,8440.92,C1787437249,50063,41622.08,M930022621,0,0,0,0
7,PAYMENT,8224.86,C1799221572,49544,41319.14,M1736549441,0,0,0,0
7,PAYMENT,6810.29,C1547050072,32202,25391.71,M330343151,0,0,0,0
7,PAYMENT,6430.25,C394511884,11073,4642.75,M2110446353,0,0,0,0
7,PAYMENT,4996.93,C292740140,100275,95278.07,M121873207,0,0,0,0
7,PAYMENT,6575.86,C242853493,0,0,M625010424,0,0,0,0
7,CASH_OUT,76725.26,C575983040,0,0,C1113848808,154836.69,166522.15,0,0
7,PAYMENT,216.13,C949262502,5028,4811.87,M2065554383,0,0,0,0
7,PAYMENT,414.8,C1497929074,112999,112584.2,M1568045398,0,0,0,0
7,PAYMENT,20078.11,C1102814198,20658,579.89,M1416491949,0,0,0,0
7,PAYMENT,5150.18,C1225989975,104329,99178.82,M666989546,0,0,0,0
7,PAYMENT,22458.17,C976758991,27435.74,4977.57,M32720062,0,0,0,0
7,CASH_OUT,85646.71,C1347095152,4977.57,0,C1076835071,807019.05,2161457.75,0,0
7,CASH_IN,35665.5,C2092531120,29831,65496.5,C305646302,3225.83,0,0,0
7,CASH_IN,19480.8,C121392312,65496.5,84977.3,C323302928,37341,717277.68,0,0
7,CASH_IN,127034.93,C477179477,84977.3,212012.23,C36437323,320228.94,160083.17,0,0
7,CASH_IN,171241.5,C341946145,212012.23,383253.74,C985537694,198306,192794.26,0,0
7,CASH_IN,235522.5,C587338976,383253.74,618776.23,C98102770,312725.01,77202.51,0,0
7,CASH_IN,83815.71,C1186911668,618776.23,702591.94,C382934088,537386.49,1030696.9,0,0
7,CASH_IN,322082.46,C1403541680,702591.94,1024674.4,C981198566,450349.46,1039842.77,0,0
7,CASH_IN,208146.39,C1244261699,1024674.4,1232820.79,C801412408,467609.7,67124.59,0,0
7,CASH_IN,151994.88,C2034189810,1232820.79,1384815.67,C559483701,170681.93,0,0,0
7,CASH_IN,94496.21,C1234971668,1384815.67,1479311.88,C30013970,201910,0,0,0
7,CASH_IN,297708.79,C1491107919,1479311.88,1777020.67,C490150701,2365843.76,1983599.05,0,0
7,CASH_IN,394759.26,C1562783205,1777020.67,2171779.93,C1746150957,1010713.04,262823.5,0,0
7,CASH_IN,502310.67,C1588978534,2171779.93,2674090.6,C1797686173,935925.01,1474093.6,0,0
7,CASH_IN,7332.22,C1986103336,2674090.6,2681422.82,C1508518454,14674,0,0,0
7,CASH_IN,47946.79,C710904915,2681422.82,2729369.62,C267063122,62185,4811.74,0,0
